Retailer Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Target,1185732,11-04-2023,West,Wyoming,Cheyenne,Sprite,0.30,"5,000",1500.00,525.00,35%
Target,1185732,11-04-2023,West,Wyoming,Cheyenne,Fanta,0.35,"4,250",1487.50,520.63,35%
Target,1185732,11-04-2023,West,Wyoming,Cheyenne,Powerade,0.50,"4,250",2125.00,637.50,30%
Target,1185732,11-04-2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"5,500",2200.00,550.00,25%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,200",4100.00,2050.00,50%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"5,250",2362.50,708.75,30%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,000",2000.00,700.00,35%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Fanta,0.40,"4,500",1800.00,630.00,35%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Powerade,0.50,"4,750",2375.00,712.50,30%
Target,1185732,10-05-2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,000",3300.00,825.00,25%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,500",4250.00,2125.00,50%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,30%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,250",2100.00,735.00,35%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,35%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,30%
Target,1185732,12-06-2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,500",3575.00,893.75,25%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,750",4375.00,2187.50,50%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,250",2812.50,843.75,30%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,500",2200.00,770.00,35%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,35%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,250",2625.00,787.50,30%
Target,1185732,10-07-2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"7,000",3850.00,962.50,25%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,500",4250.00,2125.00,50%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,250",2812.50,843.75,30%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,500",2200.00,770.00,35%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,250",2100.00,735.00,35%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,30%
Target,1185732,11-08-2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,750",3712.50,928.13,25%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Coca-Cola,0.50,"8,000",4000.00,2000.00,50%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,30%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Sprite,0.40,"5,250",2100.00,735.00,35%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Fanta,0.40,"5,000",2000.00,700.00,35%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Powerade,0.50,"5,000",2500.00,750.00,30%
Target,1185732,10-09-2023,West,Wyoming,Cheyenne,Dasani Water,0.55,"6,000",3300.00,825.00,25%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"7,750",4262.50,2131.25,50%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,30%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,000",2250.00,787.50,35%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Fanta,0.45,"4,750",2137.50,748.13,35%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Powerade,0.55,"4,750",2612.50,783.75,30%
Target,1185732,12-10-2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"6,000",3600.00,900.00,25%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"7,500",4125.00,2062.50,50%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"5,750",2587.50,776.25,30%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,200",2340.00,819.00,35%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Fanta,0.45,"5,000",2250.00,787.50,35%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Powerade,0.55,"4,750",2612.50,783.75,30%
Target,1185732,11-11-2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"5,750",3450.00,862.50,25%
Target,1185732,10-12-2023,West,Wyoming,Cheyenne,Coca-Cola,0.55,"8,000",4400.00,2200.00,50%
Target,1185732,10-12-2023,West,Wyoming,Cheyenne,Diet Coke,0.45,"6,000",2700.00,810.00,30%
BevCo,1185732,10-12-2023,West,Wyoming,Cheyenne,Sprite,0.45,"5,500",2475.00,866.25,35%
BevCo,1185732,10-12-2023,West,Wyoming,Cheyenne,Fanta,0.45,"5,000",2250.00,787.50,35%
BevCo,1185732,10-12-2023,West,Wyoming,Cheyenne,Powerade,0.55,"5,000",2750.00,825.00,30%
BevCo,1185732,10-12-2023,West,Wyoming,Cheyenne,Dasani Water,0.60,"6,000",3600.00,900.00,25%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Coca-Cola,0.30,"3,500",1050.00,367.50,35%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"3,500",1400.00,490.00,35%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Sprite,0.40,"3,500",1400.00,490.00,35%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Fanta,0.40,"2,000",800.00,280.00,35%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Powerade,0.45,"1,500",675.00,270.00,40%
BevCo,1128299,24-01-2023,West,Wyoming,Cheyenne,Dasani Water,0.40,"4,000",1600.00,480.00,30%
BevCo,1128299,24-02-2023,West,Wyoming,Cheyenne,Coca-Cola,0.30,"4,500",1350.00,472.50,35%
BevCo,1128299,24-02-2023,West,Wyoming,Cheyenne,Diet Coke,0.40,"3,500",1400.00,490.00,35%
BevCo,1128299,24-02-2023,West,Wyoming,Cheyenne,Sprite,0.40,"3,500",1400.00,490.00,35%
BevCo,1128299,24-02-2023,Southeast,Virginia,Richmond,Fanta,0.40,"2,000",800.00,280.00,35%
BevCo,1128299,24-02-2023,Southeast,Virginia,Richmond,Powerade,0.45,"1,250",562.50,225.00,40%
BevCo,1128299,24-02-2023,Southeast,Virginia,Richmond,Dasani Water,0.40,"3,250",1300.00,390.00,30%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Coca-Cola,0.40,"4,750",1900.00,665.00,35%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Diet Coke,0.50,"3,250",1625.00,568.75,35%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Sprite,0.55,"3,500",1925.00,673.75,35%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,500",1250.00,437.50,35%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Powerade,0.55,"1,000",550.00,220.00,40%
BevCo,1128299,23-03-2023,Southeast,Virginia,Richmond,Dasani Water,0.50,"3,000",1500.00,450.00,30%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Coca-Cola,0.55,"4,750",2612.50,914.38,35%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Diet Coke,0.60,"2,750",1650.00,577.50,35%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Sprite,0.60,"3,250",1950.00,682.50,35%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Fanta,0.45,"2,250",1012.50,354.38,35%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Powerade,0.50,"1,250",625.00,250.00,40%
BevCo,1128299,24-04-2023,Southeast,Virginia,Richmond,Dasani Water,0.65,"3,000",1950.00,585.00,30%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Coca-Cola,0.50,"5,000",2500.00,875.00,35%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"3,500",1925.00,673.75,35%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Sprite,0.55,"3,500",1925.00,673.75,35%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,750",1375.00,481.25,35%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Powerade,0.45,"1,750",787.50,315.00,40%
BevCo,1128299,25-05-2023,Southeast,Virginia,Richmond,Dasani Water,0.60,"5,250",3150.00,945.00,30%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Coca-Cola,0.55,"7,750",4262.50,1491.88,35%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Diet Coke,0.65,"6,500",4225.00,1478.75,35%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Sprite,0.80,"6,500",5200.00,1820.00,35%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Fanta,0.80,"5,250",4200.00,1470.00,35%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Powerade,0.90,"4,000",3600.00,1440.00,40%
BevCo,1128299,24-06-2023,Southeast,Virginia,Richmond,Dasani Water,1.05,"7,000",7350.00,2205.00,30%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Coca-Cola,0.85,"8,500",7225.00,2528.75,35%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Diet Coke,0.90,"7,000",6300.00,2205.00,35%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Sprite,0.90,"6,500",5850.00,2047.50,35%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Fanta,0.85,"5,500",4675.00,1636.25,35%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Powerade,0.90,"6,000",5400.00,2160.00,40%
BevCo,1128299,23-07-2023,Southeast,Virginia,Richmond,Dasani Water,1.05,"6,000",6300.00,1890.00,30%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Coca-Cola,0.90,"8,000",7200.00,2520.00,35%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Diet Coke,0.80,"7,750",6200.00,2170.00,35%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Sprite,0.70,"6,500",4550.00,1592.50,35%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Fanta,0.70,"4,250",2975.00,1041.25,35%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Powerade,0.70,"4,250",2975.00,1190.00,40%
BevCo,1128299,24-08-2023,Southeast,Virginia,Richmond,Dasani Water,0.75,"2,500",1875.00,562.50,30%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Coca-Cola,0.50,"4,500",2250.00,787.50,35%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"4,500",2475.00,866.25,35%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Sprite,0.50,"2,500",1250.00,437.50,35%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Fanta,0.50,"2,000",1000.00,350.00,35%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Powerade,0.60,"2,250",1350.00,540.00,40%
BevCo,1128299,25-09-2023,Southeast,Virginia,Richmond,Dasani Water,0.45,"2,500",1125.00,337.50,30%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Coca-Cola,0.40,"3,500",1400.00,490.00,35%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Diet Coke,0.55,"5,250",2887.50,1010.63,35%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Sprite,0.50,"3,500",1750.00,612.50,35%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Fanta,0.45,"3,250",1462.50,511.88,35%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Powerade,0.55,"3,000",1650.00,660.00,40%
BevCo,1128299,24-10-2023,Southeast,Virginia,Richmond,Dasani Water,0.60,"3,500",2100.00,630.00,30%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Coca-Cola,0.45,"5,750",2587.50,905.63,35%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Diet Coke,0.50,"6,500",3250.00,1137.50,35%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Sprite,0.45,"4,750",2137.50,748.13,35%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Fanta,0.55,"4,500",2475.00,866.25,35%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Powerade,0.75,"4,250",3187.50,1275.00,40%
BevCo,1128299,24-11-2023,Southeast,Virginia,Richmond,Dasani Water,0.80,"5,500",4400.00,1320.00,30%
BevCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Coca-Cola,0.65,"7,500",4875.00,1706.25,35%
BevCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Diet Coke,0.75,"7,500",5625.00,1968.75,35%
FizzyCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Sprite,0.70,"5,500",3850.00,1347.50,35%
FizzyCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Fanta,0.70,"5,500",3850.00,1347.50,35%
FizzyCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Powerade,0.80,"4,750",3800.00,1520.00,40%
FizzyCo,1128299,23-12-2023,Southeast,Virginia,Richmond,Dasani Water,0.85,"5,750",4887.50,1466.25,30%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Coca-Cola,0.35,"7,500",2625.00,1312.50,50%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Diet Coke,0.35,"5,500",1925.00,770.00,40%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Sprite,0.25,"5,500",1375.00,412.50,30%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Fanta,0.30,"4,000",1200.00,420.00,35%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Powerade,0.45,"4,500",2025.00,810.00,40%
FizzyCo,1185732,19-01-2023,Southeast,Virginia,Richmond,Dasani Water,0.35,"5,500",1925.00,1058.75,55%
FizzyCo,1185732,17-02-2023,Southeast,Virginia,Richmond,Coca-Cola,0.35,"8,000",2800.00,1400.00,50%
FizzyCo,1185732,17-02-2023,Southeast,Virginia,Richmond,Diet Coke,0.35,"4,500",1575.00,630.00,40%
FizzyCo,1185732,17-02-2023,Southeast,Virginia,Richmond,Sprite,0.25,"5,000",1250.00,375.00,30%
FizzyCo,1185732,17-02-2023,Midwest,Michigan,Detroit,Fanta,0.30,"3,750",1125.00,393.75,35%
FizzyCo,1185732,17-02-2023,Midwest,Michigan,Detroit,Powerade,0.45,"4,500",2025.00,810.00,40%
FizzyCo,1185732,17-02-2023,Midwest,Michigan,Detroit,Dasani Water,0.35,"5,500",1925.00,1058.75,55%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Coca-Cola,0.35,"7,700",2695.00,1347.50,50%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Diet Coke,0.35,"4,500",1575.00,630.00,40%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Sprite,0.25,"4,750",1187.50,356.25,30%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Fanta,0.30,"3,250",975.00,341.25,35%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Powerade,0.45,"3,750",1687.50,675.00,40%
FizzyCo,1185732,15-03-2023,Midwest,Michigan,Detroit,Dasani Water,0.35,"4,750",1662.50,914.38,55%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Coca-Cola,0.35,"7,250",2537.50,1268.75,50%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Diet Coke,0.40,"4,250",1700.00,680.00,40%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Sprite,0.30,"4,500",1350.00,405.00,30%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Fanta,0.35,"3,750",1312.50,459.38,35%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Powerade,0.50,"4,000",2000.00,800.00,40%
FizzyCo,1185732,16-04-2023,Midwest,Michigan,Detroit,Dasani Water,0.40,"5,250",2100.00,1155.00,55%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Coca-Cola,0.50,"7,950",3975.00,1987.50,50%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Diet Coke,0.50,"5,000",2500.00,1000.00,40%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Sprite,0.45,"4,750",2137.50,641.25,30%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Fanta,0.45,"4,500",2025.00,708.75,35%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Powerade,0.55,"4,750",2612.50,1045.00,40%
FizzyCo,1185732,15-05-2023,Midwest,Michigan,Detroit,Dasani Water,0.60,"5,750",3450.00,1897.50,55%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Coca-Cola,0.55,"8,250",4537.50,2268.75,50%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Diet Coke,0.50,"5,750",2875.00,1150.00,40%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Sprite,0.45,"5,500",2475.00,742.50,30%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Fanta,0.45,"5,250",2362.50,826.88,35%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Powerade,0.60,"5,250",3150.00,1260.00,40%
FizzyCo,1185732,17-06-2023,Midwest,Michigan,Detroit,Dasani Water,0.65,"6,750",4387.50,2413.13,55%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Coca-Cola,0.60,"9,000",5400.00,2700.00,50%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Diet Coke,0.55,"6,500",3575.00,1430.00,40%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Sprite,0.50,"5,750",2875.00,862.50,30%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Fanta,0.50,"5,250",2625.00,918.75,35%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Powerade,0.60,"5,500",3300.00,1320.00,40%
FizzyCo,1185732,15-07-2023,Midwest,Michigan,Detroit,Dasani Water,0.65,"7,250",4712.50,2591.88,55%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Coca-Cola,0.60,"8,750",5250.00,2625.00,50%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Diet Coke,0.55,"6,500",3575.00,1430.00,40%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Sprite,0.45,"5,750",2587.50,776.25,30%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Fanta,0.35,"5,250",1837.50,643.13,35%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Powerade,0.45,"5,000",2250.00,900.00,40%
FizzyCo,1185732,16-08-2023,Midwest,Michigan,Detroit,Dasani Water,0.50,"6,750",3375.00,1856.25,55%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Coca-Cola,0.45,"8,000",3600.00,1800.00,50%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Diet Coke,0.40,"6,000",2400.00,960.00,40%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Sprite,0.35,"5,000",1750.00,525.00,30%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Fanta,0.35,"4,750",1662.50,581.88,35%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Powerade,0.45,"4,750",2137.50,855.00,40%
FizzyCo,1185732,15-09-2023,Midwest,Michigan,Detroit,Dasani Water,0.50,"5,750",2875.00,1581.25,55%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Coca-Cola,0.50,"7,500",3750.00,1875.00,50%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Diet Coke,0.40,"5,750",2300.00,920.00,40%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Sprite,0.40,"4,250",1700.00,510.00,30%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Fanta,0.40,"4,000",1600.00,560.00,35%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Powerade,0.50,"4,000",2000.00,800.00,40%
FizzyCo,1185732,17-10-2023,Midwest,Michigan,Detroit,Dasani Water,0.55,"5,250",2887.50,1588.13,55%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Coca-Cola,0.50,"6,750",3375.00,1687.50,50%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Diet Coke,0.45,"5,000",2250.00,900.00,40%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Sprite,0.45,"4,450",2002.50,600.75,30%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Fanta,0.45,"4,750",2137.50,748.13,35%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Powerade,0.60,"4,500",2700.00,1080.00,40%
FizzyCo,1185732,16-11-2023,Midwest,Michigan,Detroit,Dasani Water,0.65,"6,250",4062.50,2234.38,55%
FizzyCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Coca-Cola,0.60,"8,500",5100.00,2550.00,50%
FizzyCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Diet Coke,0.50,"6,500",3250.00,1300.00,40%
BevCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Sprite,0.50,"6,000",3000.00,900.00,30%
BevCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Fanta,0.50,"5,500",2750.00,962.50,35%
BevCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Powerade,0.60,"5,500",3300.00,1320.00,40%
BevCo,1185732,15-12-2023,Midwest,Michigan,Detroit,Dasani Water,0.65,"6,500",4225.00,2323.75,55%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Coca-Cola,0.30,"6,250",1875.00,750.00,40%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Diet Coke,0.30,"4,250",1275.00,446.25,35%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Sprite,0.20,"4,250",850.00,297.50,35%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Fanta,0.25,"2,750",687.50,275.00,40%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Powerade,0.40,"3,250",1300.00,455.00,35%
BevCo,1185732,18-01-2023,Midwest,Michigan,Detroit,Dasani Water,0.30,"4,250",1275.00,637.50,50%
BevCo,1185732,18-02-2023,Midwest,Michigan,Detroit,Coca-Cola,0.30,"6,750",2025.00,810.00,40%
BevCo,1185732,18-02-2023,Midwest,Michigan,Detroit,Diet Coke,0.30,"3,250",975.00,341.25,35%
BevCo,1185732,18-02-2023,Midwest,Michigan,Detroit,Sprite,0.20,"3,750",750.00,262.50,35%
BevCo,1185732,18-02-2023,Midwest,Missouri,St. Louis,Fanta,0.25,"2,500",625.00,250.00,40%
BevCo,1185732,18-02-2023,Midwest,Missouri,St. Louis,Powerade,0.40,"3,250",1300.00,455.00,35%
BevCo,1185732,18-02-2023,Midwest,Missouri,St. Louis,Dasani Water,0.30,"4,000",1200.00,600.00,50%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Coca-Cola,0.35,"6,200",2170.00,868.00,40%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Diet Coke,0.35,"3,000",1050.00,367.50,35%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Sprite,0.25,"3,500",875.00,306.25,35%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Fanta,0.30,"2,000",600.00,240.00,40%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Powerade,0.45,"2,500",1125.00,393.75,35%
BevCo,1185732,17-03-2023,Midwest,Missouri,St. Louis,Dasani Water,0.35,"3,500",1225.00,612.50,50%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Coca-Cola,0.35,"5,750",2012.50,805.00,40%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Diet Coke,0.30,"2,750",825.00,288.75,35%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Sprite,0.20,"2,750",550.00,192.50,35%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Fanta,0.25,"2,000",500.00,200.00,40%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Powerade,0.40,"2,250",900.00,315.00,35%
BevCo,1185732,18-04-2023,Midwest,Missouri,St. Louis,Dasani Water,0.30,"3,500",1050.00,525.00,50%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Coca-Cola,0.40,"6,200",2480.00,992.00,40%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Diet Coke,0.35,"3,250",1137.50,398.13,35%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Sprite,0.30,"3,000",900.00,315.00,35%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Fanta,0.30,"2,250",675.00,270.00,40%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Powerade,0.45,"2,500",1125.00,393.75,35%
BevCo,1185732,19-05-2023,Midwest,Missouri,St. Louis,Dasani Water,0.50,"3,500",1750.00,875.00,50%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Coca-Cola,0.35,"6,000",2100.00,840.00,40%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Diet Coke,0.30,"3,500",1050.00,367.50,35%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Sprite,0.25,"3,750",937.50,328.13,35%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Fanta,0.25,"3,500",875.00,350.00,40%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Powerade,0.40,"3,500",1400.00,490.00,35%
BevCo,1185732,18-06-2023,Midwest,Missouri,St. Louis,Dasani Water,0.45,"5,250",2362.50,1181.25,50%
BevCo,1185732,17-07-2023,Midwest,Missouri,St. Louis,Coca-Cola,0.40,"7,500",3000.00,1200.00,40%
BevCo,1185732,17-07-2023,Midwest,Missouri,St. Louis,Diet Coke,0.35,"5,000",1750.00,612.50,35%
BevCo,1185732,17-07-2023,Midwest,Missouri,St. Louis,Sprite,0.30,"4,250",1275.00,446.25,35%
BevCo,1185732,17-07-2023,Midwest,Missouri,St. Louis,Fanta,0.30,"3,750",1125.00,450.00,40%
